state,data_source,has_placer_data,match_score,match_type,match_details,regulator_name,regulator_address,regulator_city,regulator_zip,regulator_county,placer_name,placer_address,placer_city,placer_zip,latitude,longitude,visits,sq_ft,visits_per_sq_ft,chain_name,chain_id,opening_date,operational_date,product_available,applicant_name,permit_number,region,license_type,dispensary_id,census_state_fips,census_county_fips,census_tract_fips,census_geoid,census_tract_name,total_population,median_age,median_household_income,per_capita_income,total_pop_25_plus,bachelors_degree,masters_degree,professional_degree,doctorate_degree,pop_1mi,pop_3mi,pop_5mi,pop_10mi,pop_20mi,pct_bachelor_plus,population_density,census_tract_error,census_data_complete,census_api_error,census_collection_date,state_abbr,opening_date_census,operational_date_census,product_available_census,applicant_name_census,permit_number_census,region_census,license_type_census,tract_area_sqm
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Ayr Wellness - Indiana,2244 Oakland Ave,Indiana,15701,,AYR Wellness,2244 Oakland Ave,Indiana,15701,40.60807800292969,-79.18064880371094,192947.0,5212.332742882776,37.01739883422851,Ayr Wellness,61aca58b2812db3a0e8bd64e,7/30/22,7/30/22,Yes,,,,,PA_0010,42.0,63.0,961102.0,42063961102.0,9611.02,5085.0,20.1,30919.0,11822.0,933.0,246.0,78.0,0.0,0.0,935.6870541009204,4498.154761384714,11134.832167440198,23823.820642462928,36933.416947270765,34.726688102893895,301.83355105593495,False,True,False,2025-10-23,PA,7/30/22,7/30/22,Yes,,,,,43633615.06342068
PA,regulator_with_placer,True,85.0,fuzzy,addr:100|city:100|zip:0,RISE - Carlisle,1186 Harrisburg Pike,Carlisle,17103,,RISE Cannabis,1186 Harrisburg Pike,Carlisle,17013,40.233154296875,-77.14141082763672,191108.0,3813.861115960061,50.10879898071289,RISE Cannabis,633415c5c0a23d43dd5c7656,7/12/23,7/12/23,Yes,,,,,PA_0011,42.0,41.0,11803.0,42041011803.0,118.03,7110.0,47.1,65353.0,35997.0,5305.0,1261.0,343.0,52.0,35.0,79.80180018027228,718.216201622446,1996.9713885754013,16101.212298627102,66483.32795342429,31.875589066918003,25.44267806314955,False,True,False,2025-10-23,PA,7/12/23,7/12/23,Yes,,,,,723776586.5013828
PA,regulator_with_placer,True,93.4,fuzzy,addr:89|city:100|zip:100,Trulieve - Reading,3225 N. 5th Street Highway,Reading,19605,,Trulieve,3225 N 5th Street Hwy,Reading,19605,40.38343811035156,-75.92706298828125,189813.0,1614.954244313474,117.53459930419922,Trulieve,600018e779364106f1345643,10/4/18,10/4/18,Yes,,,,,PA_0012,42.0,11.0,12600.0,42011012600.0,126.0,2658.0,37.8,72273.0,26590.0,1677.0,265.0,32.0,0.0,14.0,1013.6454768427852,7134.122650644185,19267.98507983014,87654.83444983825,208762.6724143043,18.545020870602265,298.5122132222339,False,True,False,2025-10-23,PA,10/4/18,10/4/18,Yes,,,,,23061663.138301536
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Bloc dispensary - Dickson City,272 Main Street,Dickson City,18519,,Justice Grown,272 Main St,Dickson City,18519,41.452449798583984,-75.63473510742188,183549.0,2435.212063392898,75.3729019165039,,,7/26/19,8/2/19,Yes,,,,,PA_0013,42.0,69.0,111600.0,42069111600.0,1116.0,2720.0,47.7,59703.0,35416.0,2193.0,313.0,150.0,13.0,45.0,269.25787670318164,3878.777025353484,12675.052407851546,54671.16648619332,144704.14930220117,23.757409940720475,73.52210352811777,False,True,False,2025-10-23,PA,7/26/19,8/2/19,Yes,,,,,95818359.67609118
PA,regulator_with_placer,True,96.4,fuzzy,addr:94|city:100|zip:100,Sunnyside - Washington,360 Washington Rd,Washington,15301,,Sunnyside,380 Washington Rd,Washington,15301,40.18606948852539,-80.22074890136719,180082.0,5080.933531702574,35.44269943237305,Sunnyside,61ed699b873a701e0aea037b,6/27/23,6/27/23,Yes,,,,,PA_0014,42.0,125.0,755200.0,42125755200.0,7552.0,5056.0,45.1,115125.0,64623.0,3502.0,1062.0,400.0,180.0,129.0,140.5294743633449,1906.932589022682,8161.482403172568,27849.01774567328,65776.10694566854,50.57110222729868,27.156528754040096,False,True,False,2025-10-23,PA,6/27/23,6/27/23,Yes,,,,,482203725.1742586
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve - Lancaster,201 Lancaster Ave,Reading,19611,,Trulieve,201 Lancaster Ave,Reading,19611,40.32242965698242,-75.93456268310547,178565.0,5097.83723096945,35.0275993347168,Trulieve,600018e779364106f1345643,9/25/19,9/25/19,Yes,,,,,PA_0015,42.0,11.0,2600.0,42011002600.0,26.0,3556.0,27.5,36204.0,18832.0,1928.0,158.0,167.0,8.0,0.0,1343.1578657007324,16558.85104335026,48115.20464602834,133260.63404717407,233329.6123903764,17.271784232365146,538.4806405870092,False,True,False,2025-10-23,PA,9/25/19,9/25/19,Yes,,,,,17103673.992736276
PA,regulator_with_placer,True,88.6,fuzzy,addr:81|city:100|zip:100,Ethos - Pittsburgh South (Pleasant Hills),560 Clairton Boulevard,Pittsburgh,15236,,Ethos Cannabis Dispensary,560 Clairton Blvd Suite A,Pittsburgh,15236,40.33127212524414,-79.94615173339844,178248.0,4530.039695421413,39.347999572753906,,,5/19/21,5/19/21,Yes,,,,,PA_0016,42.0,3.0,489001.0,42003489001.0,4890.01,4902.0,44.1,99905.0,44212.0,3499.0,639.0,477.0,40.0,110.0,919.5149243468868,5870.3107848661175,12420.400041590156,52501.98113319934,255850.46216385296,36.18176621891969,316.3259610057393,False,True,False,2025-10-23,PA,5/19/21,5/19/21,Yes,,,,,40136197.28091064
PA,regulator_with_placer,True,95.8,exact,addr:100|city:83|zip:100,Sunnyside - Butler County,201 Pillow Street,Bulter,16001,,Sunnyside,201 Pillow St,Butler,16001,40.86027145385742,-79.90584564208984,177146.0,4143.290995553956,42.75490188598633,Sunnyside,61ed699b873a701e0aea037b,2/15/18,2/15/18,Yes,,,,,PA_0017,42.0,19.0,902300.0,42019902300.0,9023.0,3225.0,36.6,33804.0,20487.0,2216.0,208.0,26.0,0.0,0.0,1344.0103537762411,9073.79414469296,18664.592043745568,30952.940001387033,51392.11642714042,10.559566787003613,434.87914821889194,False,True,False,2025-10-23,PA,2/15/18,2/15/18,Yes,,,,,19206971.256749585
PA,regulator_with_placer,True,87.4,fuzzy,addr:79|city:100|zip:100,Sunnyside - Wyomissing,"208 N. Park Rd., Unit 1",Wyomissing,19610,,Sunnyside,208 N Park Rd,Wyomissing,19610,40.33961868286133,-75.9573974609375,174884.0,7323.757365186219,23.878999710083008,Sunnyside,61ed699b873a701e0aea037b,10/22/21,10/22/21,Yes,,,,,PA_0018,42.0,11.0,11101.0,42011011101.0,111.01,2311.0,48.9,59825.0,55791.0,1995.0,354.0,190.0,131.0,105.0,568.1086145060633,12071.155754333831,38193.186704787746,140170.61228332508,231265.70751467728,39.097744360902254,145.32059887560368,False,True,False,2025-10-23,PA,10/22/21,10/22/21,Yes,,,,,41187982.394179605
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Fluent Care - Hanover,648 Frederick Street,Hanover,17331,,FLUENT Cannabis Care,648 Frederick St,Hanover,17331,39.79085159301758,-76.9945068359375,174879.0,5443.924716617375,32.12369918823242,FLUENT Cannabis Care,61ed5ba8873a7018afea0377,6/5/18,6/5/18,Yes,,,,,PA_0019,42.0,133.0,21901.0,42133021901.0,219.01,2841.0,39.6,72781.0,31448.0,1855.0,213.0,35.0,0.0,0.0,724.654264991327,7896.568159780564,20879.082140718725,45864.95987027048,74813.55503686318,13.369272237196766,262.8093765890842,False,True,False,2025-10-23,PA,6/5/18,6/5/18,Yes,,,,,27998072.228240356
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Curaleaf - Harrisburg,7040 Jonestown Road,Harrisburg,17112,,Curaleaf,7040 Jonestown Rd,Harrisburg,17112,40.32982635498047,-76.75308227539062,171511.0,4125.181078434683,41.57659912109375,Curaleaf,60a391b56b7a694c7c956ebe,1/29/21,1/29/21,Yes,,,,,PA_0020,42.0,43.0,24601.0,42043024601.0,246.01,5306.0,53.0,96921.0,48638.0,4219.0,1017.0,276.0,151.0,46.0,214.920561070928,2682.396949348885,8152.188055852977,30745.8607666215,119176.49363407196,35.316425693292246,98.21916685858632,False,True,False,2025-10-23,PA,1/29/21,1/29/21,Yes,,,,,139916441.64306644
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,RISE - Duncansville,370 Pound Lane,Duncansville,16635,,RISE Cannabis,370 Pound Ln,Duncansville,16635,40.45012283325195,-78.40827941894531,168450.0,6829.543245178386,24.664899826049805,RISE Cannabis,633415c5c0a23d43dd5c7656,6/30/20,6/30/20,Yes,,,,,PA_0021,42.0,13.0,11002.0,42013011002.0,110.02,4314.0,55.6,47188.0,35312.0,3394.0,396.0,208.0,59.0,71.0,167.34613714594494,1845.44820133366,6256.557153398169,22292.425979053816,67938.99409259259,21.62639952857985,53.35385771872055,False,True,False,2025-10-23,PA,6/30/20,6/30/20,Yes,,,,,209417063.915129
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Curaleaf - DuBois,1222 South Brady Street,DuBois,15801,,Curaleaf,1222 S Brady St,Dubois,15801,41.09845352172851,-78.77092742919922,168409.0,2848.726083073083,59.11730194091797,Curaleaf,60a391b56b7a694c7c956ebe,10/15/18,10/15/18,Yes,,,,,PA_0022,42.0,33.0,330100.0,42033330100.0,3301.0,4821.0,50.9,58227.0,31924.0,3711.0,636.0,247.0,110.0,0.0,62.383231660491134,652.1658590399696,3416.2132769393916,11254.75230390359,20606.835739075792,26.758286176232826,19.88923152223807,False,True,False,2025-10-23,PA,10/15/18,10/15/18,Yes,,,,,627793594.4402417
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Ascend Dispensary - Monaca,1451 Old BrodHead Rd,Monaca,15061,,Ascend Cannabis,1451 Old Brodhead Rd,Monaca,15061,40.67057418823242,-80.31151580810547,162415.0,8090.814228095302,20.073999404907227,Ascend Cannabis,63d03f601011db3834270ead,3/13/24,3/13/24,Yes,,,,,PA_0023,42.0,7.0,605500.0,42007605500.0,6055.0,5320.0,41.1,84828.0,43268.0,3998.0,744.0,168.0,17.0,3.0,140.4024839677517,1269.284889891909,5550.956251491062,27996.589362271156,87433.5005788447,23.311655827913956,44.76359168325079,False,True,False,2025-10-23,PA,3/13/24,3/13/24,Yes,,,,,307811228.76597935
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Harvest of Whitehall,1809 MacArthur Rd,Whitehall,18052,,Trulieve,1809 Macarthur Rd,Whitehall,18052,40.63152313232422,-75.48515319824219,158064.0,2919.256051592991,54.145301818847656,Trulieve,600018e779364106f1345643,2/9/21,3/11/21,Yes,,,,,PA_0024,42.0,77.0,5702.0,42077005702.0,57.02,4289.0,43.6,51832.0,39263.0,3379.0,554.0,68.0,14.0,36.0,845.5933286935306,10462.473937477003,36076.06263399991,137265.42919681116,296198.78577666025,19.88754069251258,296.6671872573248,False,True,False,2025-10-23,PA,2/9/21,3/11/21,Yes,,,,,37444176.53565672
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Curaleaf - Morton,409 Baltimore Pike,Morton,19070,,Curaleaf,409 Baltimore Pike,Morton,19070,39.917510986328125,-75.33131408691406,157310.0,4119.63755309277,38.18539810180664,Curaleaf,60a391b56b7a694c7c956ebe,5/6/19,5/6/19,Yes,,,,,PA_0025,42.0,45.0,407700.0,42045407700.0,4077.0,2768.0,41.5,54881.0,38661.0,1930.0,362.0,149.0,15.0,46.0,1536.1810140256566,12918.401508186857,36595.784252941725,161518.5460614151,575478.109085336,29.637305699481864,717.8626981180225,False,True,False,2025-10-23,PA,5/6/19,5/6/19,Yes,,,,,9986710.275927087
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Fluent Care - Annville,1015 East Main Street,Annville,17003,,FLUENT Cannabis Care,1015 E Main St,Annville,17003,40.33338165283203,-76.49768829345703,156295.0,4279.8853872504915,36.51850128173828,FLUENT Cannabis Care,61ed5ba8873a7018afea0377,4/20/22,4/20/22,Yes,,,,,PA_0026,42.0,75.0,2500.0,42075002500.0,25.0,4859.0,24.7,68239.0,29478.0,2375.0,541.0,316.0,28.0,0.0,875.6892056330042,3865.291345101709,7578.429349646705,19752.18181917441,84884.5467054256,37.26315789473684,286.8161275974157,False,True,False,2025-10-23,PA,4/20/22,4/20/22,Yes,,,,,43877419.99523946
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Curaleaf - Altoona,514 E Pleasant Valley Blvd,Altoona,16602,,Curaleaf,514 E Pleasant Valley Blvd,Altoona,16602,40.52165603637695,-78.36946105957031,154698.0,2885.63454312073,53.60969924926758,Curaleaf,60a391b56b7a694c7c956ebe,11/12/18,11/12/18,Yes,,,,,PA_0027,42.0,13.0,101800.0,42013101800.0,1018.0,2776.0,48.1,57875.0,33097.0,2173.0,331.0,55.0,21.0,9.0,794.2587001341326,4785.532322458407,13562.453445069934,43577.46930074001,67816.95938020677,19.144040497008746,327.24326436519897,False,True,False,2025-10-23,PA,11/12/18,11/12/18,Yes,,,,,21970831.705114257
PA,regulator_with_placer,True,94.0,fuzzy,addr:90|city:100|zip:100,Apothecarium Dispensary - Thorndale,2701 Lincoln Highway East,Thorndale,19372,,The Apothecarium Dispensary,2701 Lincoln Hwy E,Thorndale,19372,39.99207305908203,-75.77265930175781,154302.0,4609.346001016921,33.47589874267578,The Apothecarium Dispensary,6723702bd35a891b0b1d996b,7/6/20,7/6/20,Yes,,,,,PA_0028,42.0,29.0,311401.0,42029311401.0,3114.01,7531.0,40.5,97156.0,46407.0,5725.0,1334.0,314.0,28.0,21.0,503.4698474741792,3989.898804704788,10377.88684285647,41456.986957891095,104634.3680961633,29.64192139737991,160.5179484028141,False,True,False,2025-10-23,PA,7/6/20,7/6/20,Yes,,,,,121514134.84959573
PA,regulator_with_placer,True,94.6,fuzzy,addr:91|city:100|zip:100,Ethos - Allentown,2733 W. Emmaus Avenue,Allentown,18103,,Ethos - Allentown Cannabis Dispensary,2733 W Emaus Ave #1,Allentown,18103,40.56126022338867,-75.4776611328125,150230.0,3740.982307372183,40.157901763916016,,,6/7/18,6/12/18,Yes,,,,,PA_0029,42.0,77.0,1501.0,42077001501.0,15.01,6899.0,31.9,65221.0,29055.0,4568.0,739.0,22.0,0.0,0.0,1549.243841752271,8450.171954262463,18793.112414364903,89404.37062682943,276006.157216598,16.65936952714536,470.1642445319102,False,True,False,2025-10-23,PA,6/7/18,6/12/18,Yes,,,,,38004436.57681687
PA,regulator_with_placer,True,96.4,fuzzy,addr:94|city:100|zip:100,Ethos - Hazleton,113 Woodbine Street #2,Hazleton,18202,,Ethos Dispensary,113 Woodbine St,Hazleton,18202,40.98073959350586,-76.02937316894531,146519.0,3675.563901707259,39.862998962402344,,,12/18/20,12/18/20,Yes,,,,,PA_0030,42.0,79.0,216502.0,42079216502.0,2165.02,3913.0,43.1,96689.0,48045.0,2726.0,488.0,277.0,121.0,50.0,349.1833791478074,3068.8546825632957,5684.666817317679,24576.856686609874,60560.51720104869,34.33602347762289,16.231559873517703,False,True,False,2025-10-23,PA,12/18/20,12/18/20,Yes,,,,,624377639.793878
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,RISE - Erie Peach,1950 Rotunda Drive,Erie,16509,,RISE Cannabis,1950 Rotunda Dr,Erie,16509,42.05940246582031,-80.08942413330078,145965.0,9750.566050573234,14.969900131225586,RISE Cannabis,633415c5c0a23d43dd5c7656,2/3/21,2/3/21,Yes,,,,,PA_0031,42.0,49.0,11202.0,42049011202.0,112.02,7303.0,50.0,70542.0,42333.0,5598.0,1049.0,677.0,154.0,52.0,352.00557135385344,3375.81319281017,9474.461931034257,44143.54860796827,154530.4946090399,34.51232583065381,28.17570057980155,False,True,False,2025-10-23,PA,2/3/21,2/3/21,Yes,,,,,671311874.2310692
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Curaleaf - Lancaster,1440 Manheim Pike,Lancaster,17601,,Curaleaf,1440 Manheim Pike,Lancaster,17601,40.07123947143555,-76.33386993408203,145951.0,3476.0748361069273,41.987300872802734,Curaleaf,60a391b56b7a694c7c956ebe,6/16/22,6/16/22,Yes,,,,,PA_0032,42.0,71.0,11805.0,42071011805.0,118.05,3142.0,33.7,74615.0,42241.0,2190.0,891.0,150.0,17.0,55.0,311.5913259793926,3475.237465091435,11261.813671448845,88113.42966682538,221270.5999517729,50.821917808219176,91.7212819131904,False,True,False,2025-10-23,PA,6/16/22,6/16/22,Yes,,,,,88722509.39211649
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,RISE - Meadville,18914 Park Avenue Plaza,Meadville,16335,,RISE Cannabis,18914 Park Avenue Plaza,Meadville,16335,41.62309265136719,-80.16030883789062,144736.0,4000.431232943036,36.18009948730469,RISE Cannabis,633415c5c0a23d43dd5c7656,3/31/21,3/31/21,Yes,,,,,PA_0033,42.0,39.0,111800.0,42039111800.0,1118.0,5281.0,52.3,72884.0,42830.0,4090.0,581.0,584.0,104.0,95.0,79.42677995221882,2141.439924401636,6143.106886695948,15651.583953165842,27237.459795282302,33.349633251833744,16.561165350574875,False,True,False,2025-10-23,PA,3/31/21,3/31/21,Yes,,,,,825891556.4492697
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Apothecarium Dispensary - Stroudsburg,1523 N 9th Street,Stroudsburg,18360,,The Apothecarium Dispensary,1523 N 9th St,Stroudsburg,18360,40.992977142333984,-75.2460708618164,143983.0,6687.552039387944,21.530000686645508,The Apothecarium Dispensary,6723702bd35a891b0b1d996b,6/18/20,6/18/20,Yes,,,,,PA_0034,42.0,89.0,301005.0,42089301005.0,3010.05,3619.0,39.7,118188.0,39941.0,2472.0,661.0,342.0,50.0,17.0,159.88628145272364,1378.4239595522663,4404.744896701631,20828.235817387456,58165.32064763569,43.284789644012946,57.11704290137994,False,True,False,2025-10-23,PA,6/18/20,6/18/20,Yes,,,,,164104549.11302045
PA,regulator_with_placer,True,93.4,fuzzy,addr:89|city:100|zip:100,Beyond Hello - Irwin,9337 Lincoln Highway,Irwin,15642,,BEYOND / HELLO,9337 Lincoln Hwy,Irwin,15642,40.32278060913086,-79.69686889648438,142096.0,3711.667673460733,38.283599853515625,BEYOND / HELLO,628e1f814a12fa1077e4d16d,3/12/21,3/12/21,Yes,,,,,PA_0035,42.0,129.0,803000.0,42129803000.0,8030.0,4607.0,38.6,58309.0,38143.0,3521.0,762.0,264.0,96.0,91.0,1153.1580360846522,5962.2996143972405,13506.649370235384,34984.49507528273,98382.23972123596,34.45044021584777,411.9647732473814,False,True,False,2025-10-23,PA,3/12/21,3/12/21,Yes,,,,,28963822.85782209
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Beyond Hello - Scranton,1137 Moosic Street,Scranton,18505,,BEYOND / HELLO,1137 Moosic St,Scranton,18505,41.39683151245117,-75.648193359375,140266.0,2687.587540842024,52.19029998779297,BEYOND / HELLO,628e1f814a12fa1077e4d16d,7/31/19,7/31/19,Yes,,,,,PA_0036,42.0,69.0,102700.0,42069102700.0,1027.0,3013.0,35.0,63306.0,30340.0,1883.0,327.0,142.0,12.0,0.0,1451.1380728469403,13469.061329187803,28973.401463153143,78254.70829661428,137104.6175013148,25.54434413170473,651.0469130740333,False,True,False,2025-10-23,PA,7/31/19,7/31/19,Yes,,,,,11986284.993125549
PA,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Ethos - Pittsburgh North of Harmarville (Har,5 Alpha Drive East,Pittsburgh,15238,,Ethos Cannabis Dispensary,5 Alpha Dr E,Pittsburgh,15238,40.540069580078125,-79.83035278320312,137507.0,8696.149931760212,15.812399864196776,,,4/28/22,4/28/22,Yes,,,,,PA_0037,42.0,3.0,419000.0,42003419000.0,4190.0,3093.0,58.3,66898.0,53784.0,2584.0,739.0,361.0,102.0,62.0,142.64198440224544,1645.009851577506,7068.584251518687,30705.754355010875,136353.6053394209,48.91640866873065,45.47759673637482,False,True,False,2025-10-23,PA,4/28/22,4/28/22,Yes,,,,,176148993.3260394
